| sim_libid | ra         | decl       |
|      1913 | 194.603058 | -16.152023 |
|       904 | 194.791733 |  -41.22821 |
|      1326 | 194.892105 | -29.966324 |
|       807 | 195.538239 | -44.064865 |
|       417 | 195.570374 | -57.316635 |
|      2709 | 195.629852 |   1.464079 |
|      2481 | 195.774231 |  -3.595769 |
|      1209 | 195.858856 | -32.992111 |
|      1557 |  195.87915 | -24.415909 |
|      2249 | 195.935516 |  -8.654298 |
|      2025 | 196.102203 | -13.759352 |
|      1791 | 196.174561 | -18.988165 |
|       723 |  196.36438 | -46.879463 |
|      1091 |  196.77066 | -35.966854 |
|      1424 | 197.009125 |  -27.43895 |
|      2587 | 197.258545 |  -1.199544 |
|       632 | 197.305862 | -49.677387 |
|      2363 | 197.414215 |  -6.262085 |
|      2127 | 197.583176 | -11.358258 |
|      1662 | 197.615326 | -21.910421 |
|       986 | 197.663559 | -38.889225 |
|      1897 | 197.709351 |  -16.55023 |
|      1310 | 198.044754 | -30.452707 |
|       552 | 198.401535 | -52.459099 |
|       890 | 198.581787 | -41.767365 |
|      2697 |  198.74147 |   1.199487 |
|      2473 |  198.89119 |  -3.863741 |
|      1537 | 198.911179 | -24.889343 |
|      2237 | 199.055222 |  -8.950059 |
|      1191 | 199.127182 |  -33.44796 |
|      2007 | 199.206253 | -14.112466 |
|      1783 | 199.233124 | -19.413815 |
|       789 |  199.56665 | -44.610378 |
|       483 | 199.696869 | -55.221386 |
|      1416 | 200.098236 | -27.883564 |
|      1077 | 200.193695 | -36.402645 |
|      2581 | 200.370163 |  -1.464079 |
|      2347 | 200.525208 |  -6.538136 |
|      1644 | 200.648727 | -22.338078 |
|       699 | 200.659332 | -47.424461 |
|      2123 | 200.682938 | -11.673499 |
|      1887 | 200.777649 | -16.924944 |
|      1300 | 201.239502 | -30.864147 |
|       409 | 201.245865 | -57.958061 |
|       976 | 201.273422 | -39.313728 |
|      2689 | 201.854233 |     0.9314 |
|       612 | 201.903915 | -50.212246 |
|      1517 | 201.966934 | -25.294655 |
|      2457 | 201.999084 |  -4.126786 |
|      2229 | 202.152115 |  -9.234647 |
|      1759 | 202.273575 | -19.793457 |
|      1997 | 202.279419 | -14.441573 |
|       877 |  202.40657 | -42.184589 |
|      1183 | 202.439743 | -33.824677 |
|      1394 | 203.224686 |  -28.25421 |
|       534 | 203.349823 | -52.971783 |
|      2567 | 203.481033 |  -1.721051 |
|      2341 | 203.623245 |  -6.798889 |
|       779 |  203.63504 | -45.019127 |
|      1075 | 203.656876 | -36.750774 |
|      1636 | 203.690399 | -22.701847 |
|      2109 | 203.759949 | -11.963072 |
|      1878 |   203.8255 | -17.257145 |
|      1280 | 204.473053 | -31.197781 |
|       964 | 204.918304 | -39.639111 |
|      2683 | 204.974442 |   0.674371 |
|       689 | 205.004593 | -47.819229 |
|      1511 | 205.049271 | -25.626741 |
|       463 | 205.053864 | -55.697227 |
|      2451 | 205.103302 |   -4.37035 |
|      2219 | 205.234863 |  -9.490817 |
|      1740 | 205.311752 | -20.113398 |
|      1987 | 205.334671 | -14.729313 |
|      1157 | 205.791595 | -34.120209 |
|       866 | 206.263489 | -42.489864 |
|      1388 | 206.384903 | -28.547394 |
|       602 | 206.566299 | -50.583408 |
|      2561 | 206.597122 |  -1.953156 |
|      2333 | 206.715546 |  -7.027614 |
|      1612 | 206.747116 | -22.994057 |
|      2103 | 206.824127 | -12.210304 |
|      1852 | 206.866119 | -17.532452 |
|      1051 | 207.155411 | -37.011814 |
|       757 | 207.736618 | -45.302799 |
|      1262 | 207.740005 | -31.450914 |
|      2675 | 208.107834 |     0.4496 |
|      1495 | 208.156891 |  -25.88102 |
|      2441 | 208.209824 |  -4.576901 |
|      2207 | 208.311005 |  -9.702353 |
|      1731 | 208.355865 | -20.363379 |
|       524 | 208.377762 | -53.306046 |
|      1967 | 208.382233 | -14.960845 |
|       944 | 208.593475 | -39.869156 |
|      1147 | 209.175262 | -34.332546 |
|       667 | 209.387253 |  -48.07534 |
|      1380 | 209.573013 | -28.759789 |
|      2547 | 209.722549 |  -2.141029 |
|      2321 | 209.807693 |  -7.207752 |
|      1602 | 209.820129 | -23.208286 |
|      2082 | 209.883041 | -12.400583 |
|      1832 | 209.907333 | -17.738831 |
|       842 | 210.146774 | -42.689823 |
|       451 | 210.503555 | -55.978321 |
|      1037 | 210.681458 | -37.185764 |
|      1258 | 211.032959 |  -31.62114 |
|      2659 | 211.256363 |   0.279718 |
|       592 | 211.272171 | -50.801247 |
|      1479 | 211.285065 | -26.053423 |
|      2435 | 211.322021 |  -4.728621 |
|      2197 | 211.385849 |  -9.854244 |
|      1709 | 211.408768 | -20.535322 |
|      1947 | 211.428467 | -15.123622 |
|       749 |  211.86203 | -45.469585 |
|       934 | 212.290955 | -40.006207 |
|      1137 | 212.581726 |  -34.46043 |
|      1356 | 212.781219 | -28.888647 |
|      2767 | 212.812744 |   2.687974 |
|      2545 | 212.858002 |  -2.264673 |
|      2307 | 212.902634 |  -7.323718 |
|      1582 | 212.906357 | -23.339207 |
|      2062 | 212.941193 | -12.520847 |
|      1822 | 212.952194 | -17.866943 |
|       512 | 213.453873 | -53.470657 |
|       661 | 213.793121 | -48.201107 |
|       832 | 214.046951 | -42.788658 |
|      1029 | 214.225143 | -37.272621 |
|      1248 | 214.342484 | -31.706739 |
|      2647 |  214.41713 |   0.187357 |
|      1467 | 214.426758 |  -26.14057 |
|      2419 |  214.43988 |  -4.809408 |
|      2179 | 214.461716 |  -9.933713 |
|      1697 | 214.468704 | -20.623043 |
|      1937 | 214.475922 | -15.207675 |
|       577 | 215.999985 | -50.872925 |
|      1135 | 215.999985 | -34.503117 |
|      1347 | 215.999985 | -28.931849 |
|      1577 | 215.999985 | -23.383266 |
|      1817 | 215.999985 | -17.910431 |
|      2059 | 215.999985 | -12.561985 |
|      2305 | 215.999985 |  -7.363825 |
|      2534 | 215.999985 |  -2.308103 |
|       742 | 216.000046 | -45.524532 |
|       928 | 216.000046 | -40.051697 |
|      2763 | 216.000046 |   2.635033 |
|      1941 | 217.524109 | -15.207618 |
|      1699 | 217.531342 | -20.622986 |
|      2177 |  217.53833 |   -9.93377 |
|      2421 | 217.560089 |  -4.809408 |
|      1471 | 217.573212 |  -26.14057 |
|      2651 | 217.582779 |   0.187357 |
|      1250 | 217.657608 | -31.706739 |
|      1027 | 217.774902 | -37.272621 |
|       834 | 217.953033 | -42.788605 |
|       657 |  218.20697 | -48.201107 |
|       514 | 218.546097 | -53.470657 |
|      1828 | 219.047775 | -17.866886 |
|      2068 | 219.058838 | -12.520789 |
|      1586 | 219.093613 | -23.339149 |
|      2311 | 219.097336 |  -7.323718 |
|      2541 | 219.142029 |   -2.26473 |
|      2773 |  219.18718 |   2.688031 |
|      1354 | 219.218811 | -28.888647 |
|      1139 |  219.41832 |  -34.46043 |
|       936 | 219.709152 | -40.006149 |
|       755 |    220.138 | -45.469528 |
|      1951 | 220.571564 | -15.123507 |
|      1707 | 220.591278 | -20.535322 |
|      2203 | 220.614197 |  -9.854187 |
|      2431 | 220.677963 |  -4.728621 |
|      1477 | 220.714981 |  -26.05348 |
|       594 | 220.727814 | -50.801247 |
|      2665 | 220.743683 |   0.279775 |
|      1252 |  220.96701 | -31.621197 |
|      1039 | 221.318466 | -37.185707 |
|       844 | 221.853333 |  -42.68977 |
|      1834 | 222.092651 | -17.738831 |
|      2088 | 222.117065 | -12.400583 |
|      1608 | 222.179855 | -23.208227 |
|      2325 | 222.192352 |  -7.207752 |
|      2551 | 222.277481 |  -2.141029 |
|      1372 | 222.426971 | -28.759903 |
|       669 | 222.612732 |  -48.07534 |
|      1151 | 222.824661 | -34.332493 |
|       942 | 223.406555 | -39.869209 |
|      1971 | 223.617752 | -14.960845 |
|      1727 | 223.644165 | -20.363379 |
|      2213 | 223.689026 |  -9.702295 |
|      2437 | 223.790207 |  -4.576959 |
|      1491 | 223.843155 |  -25.88102 |
|      2667 | 223.892136 |   0.449543 |
|      1264 |  224.26004 | -31.450914 |
|       759 | 224.263412 | -45.302799 |
|      1047 | 224.844574 | -37.011814 |
|      1858 |  225.13385 | -17.532394 |
|      2097 | 225.175903 | -12.210361 |
|      1614 | 225.252853 | -22.994057 |
|      2327 | 225.284485 |  -7.027614 |
|      2557 | 225.402863 |  -1.953213 |
|       604 | 225.433685 | -50.583408 |
|      1383 | 225.615143 | -28.547394 |
|       864 | 225.736496 | -42.489864 |
|      1162 | 226.208496 | -34.120152 |
|      1993 | 226.665314 | -14.729255 |
|      1742 | 226.688293 | -20.113398 |
|      2221 | 226.765182 |  -9.490759 |
|      2453 | 226.896667 |   -4.37035 |
|      1509 |  226.95076 | -25.626741 |
|       695 | 226.995453 | -47.819229 |
|      2679 | 227.025528 |   0.674371 |
|       970 | 227.081741 | -39.639111 |
|      1272 | 227.526978 | -31.197781 |
|      1876 | 228.174484 | -17.257145 |
|      2111 | 228.240036 | -11.963072 |
|      1638 | 228.309647 | -22.701847 |
|      1071 | 228.343048 | -36.750832 |
|       785 |  228.36499 |  -45.01907 |
|      2339 | 228.376801 |  -6.798889 |
|      2575 | 228.518951 |  -1.720993 |
|      1398 | 228.775284 |  -28.25421 |
|      1179 | 229.560242 | -33.824734 |
|       875 | 229.593475 | -42.184589 |
|      2002 | 229.720551 | -14.441516 |
|      1761 | 229.726395 | -19.793457 |
|      2227 | 229.847916 |  -9.234647 |
|      2461 | 230.000961 |  -4.126729 |
|      1519 | 230.033157 | -25.294655 |
|      2687 | 230.145737 |     0.9314 |
|       980 | 230.726547 | -39.313671 |
|      1294 | 230.760468 | -30.864204 |
|      1891 | 231.222382 | -16.924944 |
|      2117 | 231.317093 | -11.673557 |
|       703 | 231.340698 | -47.424461 |
|      1646 | 231.351242 | -22.338078 |
|      2349 | 231.474777 |  -6.538136 |
|      2579 | 231.629822 |  -1.464136 |
|      1083 |  231.80629 | -36.402588 |
|      1414 |  231.90181 | -27.883564 |
|       791 | 232.433334 | -44.610321 |
|      1777 | 232.766861 | -19.413874 |
|      2009 | 232.793732 | -14.112466 |
|      1193 | 232.872849 |  -33.44796 |
|      2239 | 232.944809 |  -8.950059 |
|      1539 | 233.088852 | -24.889343 |
|      2475 | 233.108795 |  -3.863684 |
|      2703 | 233.258514 |   1.199544 |
|       886 | 233.418243 | -41.767365 |
|      1302 | 233.955276 | -30.452765 |
|      1901 | 234.290695 |  -16.55023 |
|       988 | 234.336411 | -38.889225 |
|      1666 |  234.38472 | -21.910364 |
|      2131 | 234.416748 | -11.358258 |
|      2357 |  234.58577 |  -6.262142 |
|      2593 | 234.741379 |  -1.199544 |
|      1422 | 234.990845 |  -27.43895 |
|      1089 | 235.229309 | -35.966854 |
|      1789 | 235.825424 | -18.988165 |
|      2021 | 235.897842 |  -13.75941 |
|      2251 | 236.064453 |  -8.654298 |
|      1561 | 236.120895 | -24.415852 |
|      1207 | 236.141174 | -32.992111 |
|      2479 |   236.2258 |  -3.595769 |
|      2707 | 236.370132 |   1.464079 |
|       811 | 236.461853 | -44.064865 |
|      1324 | 237.107925 | -29.966324 |
|       910 | 237.208313 |  -41.22821 |
|      1909 | 237.396988 | -16.152023 |
|      1685 | 237.425919 | -21.430054 |
|      2137 | 237.549683 | -11.035912 |
|      2369 |  237.71463 |  -5.984258 |
|      2599 | 237.854202 |  -0.931457 |
|      1004 | 237.911041 | -38.359009 |
|      1442 | 238.040924 | -26.923744 |
|      1111 |  238.61142 | -35.441681 |
|      1801 | 238.926376 | -18.536732 |
|      2033 | 239.046524 | -13.403889 |
|      1573 | 239.140152 | -23.881338 |
|      2257 | 239.211258 |    -8.3606 |
|      2493 | 239.346191 |   -3.31754 |
|      1221 | 239.362228 | -32.459148 |
|      2719 | 239.481064 |   1.720993 |
|       309 | 240.055344 | -62.021191 |
|      1334 | 240.217194 | -29.407574 |
|      1687 | 240.505798 | -20.917028 |
|      1923 | 240.561539 | -15.756282 |
|      2149 | 240.720139 | -10.721587 |
|      2383 | 240.848602 |  -5.690044 |
|       914 | 240.965134 | -40.550571 |
|      2607 | 240.974472 |  -0.674429 |
|      1457 | 241.053024 | -26.341562 |
|      1014 | 241.456268 | -37.709217 |
|      1121 | 241.957733 | -34.820019 |
|      1807 | 242.101486 | -18.092175 |
|      1596 |   242.1754 | -23.300648 |
|      2039 | 242.245987 | -13.065099 |
|      2269 | 242.364471 |  -8.045588 |
|      2499 |  242.48175 |  -3.055527 |
|      1235 | 242.535721 |  -31.85038 |
|      2727 | 242.597153 |   1.953156 |
|      1362 | 243.285217 | -28.778639 |
|      1717 |  243.67569 | -20.411678 |
|      1929 | 243.794739 | -15.390047 |
|      2157 | 243.897537 | -10.381823 |
|      2393 | 244.005188 |  -5.419894 |
|      1499 | 244.035782 | -25.698303 |
|      2619 | 244.107864 |    -0.4496 |
|      1057 | 244.984146 | -36.910114 |
|      1171 | 245.284546 | -34.079128 |
|      1624 | 245.300415 | -22.717146 |
|      1848 | 245.373123 | -17.696432 |
|      2053 | 245.452255 | -12.697604 |
|      2281 | 245.547821 |  -7.766672 |
|      2511 | 245.637604 |  -2.836485 |
|      1290 | 245.666428 | -31.161798 |
|      2739 | 245.722519 |   2.141029 |
|       334 | 246.247009 | -60.981216 |
|      1408 | 246.323502 |    -28.079 |
|      1749 |  246.98967 | -19.986029 |
|      1957 | 247.034073 | -14.992816 |
|      1529 | 247.038147 | -25.018776 |
|      2167 | 247.113434 | -10.097063 |
|      2399 | 247.188553 |  -5.208587 |
|      2629 | 247.256378 |  -0.279775 |
|      1205 | 248.626389 | -33.146584 |
|      1864 | 248.649185 | -17.269064 |
|      1654 | 248.658813 | -22.267317 |
|      2080 | 248.706879 |  -12.41548 |
|      2291 | 248.763428 |  -7.570205 |
|      1316 |  248.78212 | -30.352898 |
|      2517 | 248.812714 |  -2.688031 |
|      2753 | 248.857971 |    2.26473 |
|      1434 | 249.397812 |  -27.29273 |
|      1775 | 250.304169 | -19.534538 |
|      1981 | 250.334137 |  -14.73361 |
|      2193 | 250.366119 |   -9.93039 |
|      2409 | 250.393387 |  -5.090329 |
|      2639 |  250.41716 |  -0.187414 |
|      1549 | 250.428513 | -24.589401 |
|      1345 | 251.999954 | -28.996477 |
|      1672 | 251.999954 | -21.837942 |
|      2095 | 251.999954 | -12.307019 |
|      2298 | 251.999954 |  -7.498184 |
|       365 | 252.000015 | -59.692635 |
|      1453 | 252.000015 | -26.565075 |
|      1882 | 252.000015 | -17.080559 |
|      2527 | 252.000015 |   -2.63509 |
|      2760 | 252.000015 |   2.308103 |
|       430 | 252.000076 | -56.872364 |
|      1553 | 253.571411 | -24.589401 |
|      2643 | 253.582809 |  -0.187357 |
|      2413 | 253.606583 |  -5.090329 |
|      2191 | 253.633926 |   -9.93039 |
|      1985 | 253.665833 | -14.733552 |
|      1771 | 253.695862 | -19.534538 |
|      1432 |  254.60228 |  -27.29273 |
|      2755 | 255.141998 |    2.26473 |
|      2521 |  255.18721 |  -2.688031 |
|      2295 | 255.236481 |  -7.570148 |
|      2072 | 255.293152 | -12.415537 |
|      1652 | 255.341217 | -22.267317 |
|      1862 | 255.350784 | -17.269064 |
|      2631 | 256.743713 |  -0.279718 |
|      2401 | 256.811493 |  -5.208587 |
|      2169 | 256.886597 | -10.097006 |
|       471 | 256.907806 | -55.362965 |
|      1963 | 256.965942 | -14.992759 |
|      1751 | 257.010345 | -19.986029 |
|       397 | 257.287781 | -58.173206 |
|       340 |  257.75296 | -60.981159 |
|      2743 | 258.277466 |   2.141029 |
|      2513 | 258.362366 |  -2.836428 |
|      2277 | 258.452209 |  -7.766672 |
|      2049 | 258.547729 | -12.697604 |
|      1844 | 258.626892 | -17.696432 |
|      2621 |  259.89212 |    -0.4496 |
|      2387 | 259.994781 |  -5.419952 |
|      2161 | 260.102448 | -10.381766 |
|      1927 |  260.20517 | -15.390047 |
|       586 | 260.864136 | -50.859859 |
|      2733 | 261.402832 |   1.953156 |
|       504 |  261.42981 |  -53.65612 |
|      2501 |  261.51828 |  -3.055527 |
|      2273 | 261.635498 |  -8.045531 |
|      2041 | 261.753998 | -13.065099 |
|      1811 |  261.89856 | -18.092175 |
|       440 | 262.109406 |  -56.45187 |
|       371 | 262.934113 | -59.242233 |
|      2615 | 263.025513 |  -0.674371 |
|      2379 | 263.151428 |  -5.690044 |
|      2147 | 263.279846 | -10.721587 |
|      1919 | 263.438477 | -15.756282 |
|       315 |  263.94458 | -62.021133 |
|      2723 | 264.518921 |   1.721051 |
|      2489 | 264.653778 |   -3.31754 |
|      2259 | 264.788727 |    -8.3606 |
|       642 |  264.79303 | -48.966576 |
|      2027 | 264.953461 | -13.403889 |
|       566 | 265.563141 | -51.758312 |
|      2597 | 266.145721 |  -0.931457 |
|      2367 | 266.285461 |  -5.984258 |
|      2145 | 266.450348 | -11.035855 |
|       493 |   266.4758 | -54.543175 |
|       423 | 267.570435 | -57.316578 |
|      2715 | 267.629852 |   1.464136 |
|      2477 | 267.774231 |  -3.595769 |
|      2253 | 267.935577 |  -8.654298 |
|       722 | 268.364441 | -46.879463 |
|       354 | 268.896545 |  -60.07222 |
|      2591 | 269.258545 |  -1.199544 |
|       638 | 269.305878 | -49.677334 |
|      2359 | 269.414276 |  -6.262142 |
|       560 |  270.40152 | -52.459042 |
|       888 | 270.581787 | -41.767365 |
|      2701 | 270.741455 |   1.199544 |
|      2467 | 270.891174 |  -3.863741 |
|       787 | 271.566711 | -44.610378 |
|       485 | 271.696869 | -55.221386 |
|      2577 | 272.370148 |  -1.464136 |
|       701 | 272.659393 | -47.424461 |
|       407 | 273.245819 | -57.958118 |
|       972 | 273.273438 | -39.313728 |
|      2695 | 273.854279 |   0.931457 |
|       618 | 273.903839 | -50.212189 |
|       873 | 274.406555 | -42.184589 |
|       344 | 275.114441 | -60.660992 |
|       538 | 275.349945 | -52.971725 |
|       781 | 275.635101 | -45.019127 |
|      1067 | 275.656921 | -36.750832 |
|       968 | 276.918243 | -39.639111 |
|       693 | 277.004578 | -47.819229 |
|       459 | 277.053864 | -55.697227 |
|      1160 | 277.791534 | -34.120209 |
|       868 | 278.263489 | -42.489864 |
|       608 | 278.566284 | -50.583408 |
|       387 | 279.081543 | -58.380329 |
|      1053 | 279.155457 | -37.011814 |
|       761 | 279.736572 | -45.302799 |
|      1270 |  279.73999 | -31.450914 |
|      1489 |  280.15683 |  -25.88102 |
|       530 | 280.377808 | -53.305988 |
|       948 | 280.593536 | -39.869156 |
|      1149 | 281.175262 | -34.332493 |
|       675 | 281.387238 | -48.075283 |
|       322 | 281.511353 | -61.011009 |
|      1376 | 281.572998 | -28.759846 |
|      1604 | 281.820129 | -23.208227 |
|       846 | 282.146698 |  -42.68977 |
|       453 | 282.503479 | -55.978321 |
|      1041 | 282.681549 | -37.185707 |
|      1254 |  283.03302 |  -31.62114 |
|       598 | 283.272217 | -50.801247 |
|      1481 | 283.285065 | -26.053423 |
|      1711 | 283.408752 | -20.535322 |
|       753 | 283.861908 | -45.469528 |
|       938 | 284.290894 | -40.006149 |
|      1141 | 284.581787 | -34.460377 |
|      1352 | 284.781158 | -28.888647 |
|      1584 | 284.906372 | -23.339207 |
|      2064 | 284.941132 | -12.520789 |
|      1830 |  284.95224 | -17.866886 |
|       379 | 285.016083 | -58.589233 |
|       516 | 285.453888 | -53.470657 |
|       665 | 285.793121 |  -48.20105 |
|       838 | 286.046875 | -42.788605 |
|      1035 | 286.225189 | -37.272568 |
|      1242 | 286.342468 | -31.706739 |
|      1469 | 286.426819 |  -26.14057 |
|      2185 |   286.4617 |  -9.933713 |
|      1703 | 286.468689 | -20.622986 |
|      1945 | 286.475922 |  -15.20756 |
|       442 |        288 |  -56.07114 |
|       579 |        288 | -50.872925 |
|      1132 |        288 | -34.503117 |
|      1349 |        288 | -28.931789 |
|      2057 |        288 | -12.561985 |
|      2302 |        288 |  -7.363883 |
|       319 | 288.000031 | -61.126862 |
|       745 | 288.000031 | -45.524475 |
|       930 | 288.000031 |  -40.05164 |
|      1579 | 288.000031 | -23.383266 |
|      1820 | 288.000031 | -17.910374 |
|      1943 |  289.52417 |  -15.20756 |
|      1705 | 289.531281 | -20.622986 |
|      2181 |  289.53833 |  -9.933713 |
|      2423 | 289.560089 |  -4.809408 |
|      1475 | 289.573212 | -26.140512 |
|      1244 | 289.657623 | -31.706739 |
|      1033 | 289.774902 | -37.272568 |
|       836 | 289.953094 | -42.788605 |
|       659 | 290.206909 | -48.201107 |
|       518 | 290.546143 |   -53.4706 |
|       381 | 290.983887 | -58.589233 |
|      1826 | 291.047791 | -17.866886 |
|      2070 | 291.058777 | -12.520789 |
|      1588 | 291.093628 | -23.339149 |
|      2313 | 291.097351 |  -7.323718 |
|      2539 | 291.141968 |   -2.26473 |
|      2775 | 291.187286 |   2.688031 |
|      1360 | 291.218811 | -28.888647 |
|      1143 | 291.418243 | -34.460377 |
|       932 | 291.709137 | -40.006207 |
|       747 | 292.138062 | -45.469585 |
|      1955 | 292.571503 | -15.123507 |
|      1713 | 292.591278 | -20.535322 |
|      2205 | 292.614197 |  -9.854187 |
|      2433 | 292.677948 |  -4.728621 |
|      1485 | 292.714966 | -26.053423 |
|       596 | 292.727875 | -50.801247 |
|      2663 | 292.743683 |   0.279775 |
|      1256 |  292.96701 |  -31.62114 |
|      1045 | 293.318512 |  -37.18565 |
|       449 |  293.49649 | -55.978321 |
|       848 | 293.853333 |  -42.68977 |
|      1838 | 294.092651 | -17.738773 |
|      2090 | 294.117004 | -12.400583 |
|      1610 |  294.17984 | -23.208172 |
|      2317 | 294.192291 |  -7.207809 |
|      2553 | 294.277496 |  -2.141029 |
|      1374 | 294.426971 | -28.759846 |
|       328 | 294.488739 | -61.011009 |
|       671 | 294.612793 |  -48.07534 |
|      1153 | 294.824707 | -34.332493 |
|       946 | 295.406494 | -39.869156 |
|      1969 | 295.617798 | -14.960845 |
|       522 | 295.622284 | -53.306046 |
|      1729 | 295.644104 | -20.363379 |
|      2215 | 295.689026 |  -9.702295 |
|      2443 | 295.790161 |  -4.576901 |
|      1487 | 295.843079 |  -25.88102 |
|      2673 | 295.892151 |     0.4496 |
|      1268 |  296.26004 | -31.450914 |
|       765 | 296.263397 | -45.302799 |
|      1049 | 296.844635 | -37.011814 |
|       391 | 296.918427 | -58.380329 |
|      1854 | 297.133972 | -17.532452 |
|      2101 | 297.175842 | -12.210304 |
|      1616 | 297.252808 | -22.994057 |
|      2335 | 297.284485 |  -7.027557 |
|      2565 | 297.402863 |  -1.953156 |
|       606 | 297.433807 | -50.583408 |
|      1385 | 297.615143 | -28.547394 |
|       870 | 297.736481 | -42.489803 |
|      1164 | 298.208435 | -34.120152 |
|      1989 | 298.665375 | -14.729255 |
|      1743 | 298.688293 | -20.113398 |
|      2223 | 298.765167 |  -9.490759 |
|      2455 | 298.896729 |   -4.37035 |
|       461 | 298.946167 | -55.697227 |
|      1515 | 298.950714 | -25.626682 |
|       687 | 298.995453 | -47.819229 |
|      2685 | 299.025482 |   0.674429 |
|       962 | 299.081665 | -39.639111 |
|      1276 | 299.526978 | -31.197781 |
|      1874 | 300.174469 | -17.257145 |
|      2115 | 300.240021 | -11.963015 |
|      1634 |  300.30957 | -22.701906 |
|      1069 |  300.34317 | -36.750832 |
|       777 | 300.365051 | -45.019127 |
|      2343 | 300.376801 |  -6.798889 |
|      2573 | 300.518951 |  -1.720993 |
|       540 | 300.650269 | -52.971668 |
|      1400 | 300.775391 | -28.254152 |
|       342 |  300.88562 | -60.661049 |
|      1177 | 301.560242 | -33.824734 |
|       881 | 301.593475 | -42.184532 |
|      1998 | 301.720612 | -14.441516 |
|      1765 |  301.72644 |   -19.7934 |
|      2235 |  301.84787 |  -9.234647 |
|      2459 | 302.000885 |  -4.126786 |
|      1521 | 302.033142 | -25.294598 |
|       620 | 302.096191 | -50.212189 |
|      2693 | 302.145813 |   0.931457 |
|       974 | 302.726593 | -39.313728 |
|       413 |  302.75415 | -57.958061 |
|      1296 | 302.760529 | -30.864147 |
|      1895 | 303.222382 | -16.924887 |
|      2125 | 303.317108 | -11.673499 |
|       697 | 303.340698 | -47.424461 |
|      1648 | 303.351257 | -22.338078 |
|      2353 | 303.474762 |  -6.538079 |
|      2585 | 303.629883 |  -1.464079 |
|      1081 | 303.806244 | -36.402588 |
|      1418 | 303.901855 | -27.883564 |
|       479 | 304.303162 | -55.221386 |
|       793 | 304.433289 | -44.610321 |
|      1781 | 304.766846 | -19.413815 |
|      2015 | 304.793823 | -14.112409 |
|      1187 | 304.872803 | -33.448017 |
|      2245 | 304.944824 |  -8.950002 |
|      1545 | 305.088806 | -24.889288 |
|      2471 | 305.108856 |  -3.863741 |
|      2699 | 305.258575 |   1.199544 |
|       884 | 305.418182 | -41.767365 |
|       554 | 305.598541 | -52.459099 |
|      1308 | 305.955231 | -30.452707 |
|      1905 | 306.290619 |  -16.55023 |
|       984 | 306.336456 | -38.889225 |
|      1664 | 306.384705 | -21.910364 |
|      2133 | 306.416809 | -11.358201 |
|      2365 | 306.585754 |  -6.262085 |
|       640 | 306.694122 | -49.677334 |
|      2589 | 306.741425 |  -1.199544 |
|      1426 | 306.990845 |  -27.43895 |
|       356 | 307.103424 |  -60.07222 |
|      1093 | 307.229248 | -35.966854 |
|       719 | 307.635529 | -46.879463 |
|      1787 | 307.825409 | -18.988165 |
|      2023 | 307.897888 |  -13.75941 |
|      2247 | 308.064514 |  -8.654298 |
|      1565 | 308.120941 | -24.415794 |
|      1213 | 308.141174 | -32.991997 |
|      2485 |   308.2258 |  -3.595711 |
|      2713 | 308.370117 |   1.464136 |
|       421 | 308.429596 | -57.316635 |
|       815 | 308.461792 | -44.064808 |
|      1330 |  309.10791 | -29.966267 |
|       908 | 309.208374 |  -41.22821 |
|      1911 | 309.396912 | -16.152023 |
|      1677 | 309.425903 | -21.430054 |
|       491 | 309.524353 | -54.543175 |
|      2139 | 309.549683 | -11.035912 |
|      2371 |  309.71463 |  -5.984258 |
|      2605 | 309.854187 |    -0.9314 |
|      1010 | 309.911102 | -38.359009 |
|      1444 | 310.040863 | -26.923744 |
|       562 | 310.436951 | -51.758312 |
|      1115 | 310.611359 | -35.441624 |
|      1799 | 310.926361 | -18.536732 |
|      2029 |  311.04657 | -13.403889 |
|      1569 | 311.140137 | -23.881397 |
|       650 | 311.207001 | -48.966518 |
|      2265 | 311.211304 |  -8.360543 |
|      2495 | 311.346191 |   -3.31754 |
|      1225 | 311.362213 | -32.459091 |
|      2717 | 311.481049 |   1.720993 |
|       735 | 311.867218 |   -46.1698 |
|       313 | 312.055511 | -62.021133 |
|      1338 | 312.217255 | -29.407574 |
|       825 | 312.444824 | -43.366489 |
|      1691 | 312.505798 | -20.916912 |
|      1917 | 312.561493 | -15.756282 |
|      2151 | 312.720093 |  -10.72153 |
|      2380 | 312.848602 |  -5.690044 |
|       912 | 312.965118 | -40.550571 |
|      2613 | 312.974457 |  -0.674371 |
|      1459 | 313.053009 | -26.341562 |
|       373 | 313.065979 | -59.242233 |
|      1016 | 313.456207 | -37.709217 |
|       434 | 313.890564 |  -56.45187 |
|      1125 | 313.957794 | -34.820019 |
|      1815 | 314.101471 | -18.092115 |
|      1592 | 314.175446 | -23.300648 |
|      2043 | 314.246033 | -13.065099 |
|      2275 | 314.364532 |  -8.045473 |
|      2497 | 314.481812 |  -3.055527 |
|      1231 | 314.535736 |  -31.85038 |
|       502 | 314.570099 |  -53.65612 |
|      2735 | 314.597137 |   1.953213 |
|       590 | 315.136017 | -50.859802 |
|      1370 | 315.285217 | -28.778582 |
|       685 | 315.613007 | -48.066574 |
|      1725 | 315.675629 | -20.411678 |
|      1935 | 315.794739 | -15.390047 |
|      2163 | 315.897583 | -10.381766 |
|      2395 | 316.005249 |  -5.419894 |
|       773 | 316.020782 | -45.277874 |
